b,c,w,q,seed,num_rounds,opponent_strategy,swap_mode,memory,model,n_swaps,cooperation_rate,opp_cooperation_rate,parse_failures,total_payoff_raw,c_over_b,direct_reciprocity_favored,indirect_reciprocity_favored
4.0,2.0,1.0,1.0,2,20,suspicious_tit_for_tat,same,,qwen3-8b-base,0,0.95,0.9,0,74.0,0.5,True,True
4.0,2.0,1.0,1.0,3,20,suspicious_tit_for_tat,same,,qwen3-8b-base,0,0.2,0.2,0,48.0,0.5,True,True
4.0,2.0,0.0,0.0,0,20,suspicious_tit_for_tat,same,1,qwen3-8b-base,19,0.65,0.0,0,14.0,0.5,False,False
4.0,2.0,0.0,0.0,1,20,suspicious_tit_for_tat,same,1,qwen3-8b-base,19,1.0,0.0,0,0.0,0.5,False,False
4.0,2.0,0.0,0.0,2,20,suspicious_tit_for_tat,same,1,qwen3-8b-base,19,0.2,0.0,0,32.0,0.5,False,False
4.0,2.0,0.0,0.0,3,20,suspicious_tit_for_tat,same,1,qwen3-8b-base,19,0.25,0.0,0,30.0,0.5,False,False
4.0,2.0,0.5,0.0,0,20,suspicious_tit_for_tat,same,1,qwen3-8b-base,12,0.05,0.0,0,38.0,0.5,False,False
4.0,2.0,0.5,0.0,1,20,suspicious_tit_for_tat,same,1,qwen3-8b-base,9,0.35,0.2,0,42.0,0.5,False,False
4.0,2.0,0.5,0.0,2,20,suspicious_tit_for_tat,same,1,qwen3-8b-base,12,0.85,0.35,0,34.0,0.5,False,False
4.0,2.0,0.5,0.0,3,20,suspicious_tit_for_tat,same,1,qwen3-8b-base,10,0.45,0.3,0,46.0,0.5,False,False
4.0,2.0,1.0,0.0,0,20,suspicious_tit_for_tat,same,1,qwen3-8b-base,0,0.05,0.05,0,42.0,0.5,True,False
4.0,2.0,1.0,0.0,1,20,suspicious_tit_for_tat,same,1,qwen3-8b-base,0,0.05,0.05,0,42.0,0.5,True,False
4.0,2.0,1.0,0.0,2,20,suspicious_tit_for_tat,same,1,qwen3-8b-base,0,0.05,0.05,0,42.0,0.5,True,False
4.0,2.0,1.0,0.0,3,20,suspicious_tit_for_tat,same,1,qwen3-8b-base,0,0.9,0.85,0,72.0,0.5,True,False
4.0,2.0,0.0,0.5,0,20,suspicious_tit_for_tat,same,1,qwen3-8b-base,19,0.7,0.0,0,12.0,0.5,False,False
4.0,2.0,0.0,0.5,1,20,suspicious_tit_for_tat,same,1,qwen3-8b-base,19,0.8,0.0,0,8.0,0.5,False,False
4.0,2.0,0.0,0.5,2,20,suspicious_tit_for_tat,same,1,qwen3-8b-base,19,0.9,0.0,0,4.0,0.5,False,False
4.0,2.0,0.0,0.5,3,20,suspicious_tit_for_tat,same,1,qwen3-8b-base,19,1.0,0.0,0,0.0,0.5,False,False
4.0,2.0,0.5,0.5,0,20,suspicious_tit_for_tat,same,1,qwen3-8b-base,12,0.6,0.2,0,32.0,0.5,False,False
4.0,2.0,0.5,0.5,1,20,suspicious_tit_for_tat,same,1,qwen3-8b-base,14,0.65,0.25,0,34.0,0.5,False,False
4.0,2.0,0.5,0.5,2,20,suspicious_tit_for_tat,same,1,qwen3-8b-base,9,0.65,0.35,0,42.0,0.5,False,False
4.0,2.0,0.5,0.5,3,20,suspicious_tit_for_tat,same,1,qwen3-8b-base,13,0.45,0.2,0,38.0,0.5,False,False
4.0,2.0,1.0,0.5,0,20,suspicious_tit_for_tat,same,1,qwen3-8b-base,0,1.0,0.95,0,76.0,0.5,True,False
4.0,2.0,1.0,0.5,1,20,suspicious_tit_for_tat,same,1,qwen3-8b-base,0,1.0,0.95,0,76.0,0.5,True,False
4.0,2.0,1.0,0.5,2,20,suspicious_tit_for_tat,same,1,qwen3-8b-base,0,0.95,0.9,0,74.0,0.5,True,False
4.0,2.0,1.0,0.5,3,20,suspicious_tit_for_tat,same,1,qwen3-8b-base,0,0.95,0.9,0,74.0,0.5,True,False
4.0,2.0,0.0,1.0,0,20,suspicious_tit_for_tat,same,1,qwen3-8b-base,19,0.3,0.0,0,28.0,0.5,False,True
4.0,2.0,0.0,1.0,1,20,suspicious_tit_for_tat,same,1,qwen3-8b-base,19,0.4,0.0,0,24.0,0.5,False,True
4.0,2.0,0.0,1.0,2,20,suspicious_tit_for_tat,same,1,qwen3-8b-base,19,0.75,0.0,0,10.0,0.5,False,True
4.0,2.0,0.0,1.0,3,20,suspicious_tit_for_tat,same,1,qwen3-8b-base,19,0.55,0.0,0,18.0,0.5,False,True
4.0,2.0,0.5,1.0,0,20,suspicious_tit_for_tat,same,1,qwen3-8b-base,11,0.3,0.1,0,36.0,0.5,False,True
4.0,2.0,0.5,1.0,1,20,suspicious_tit_for_tat,same,1,qwen3-8b-base,9,0.4,0.15,0,36.0,0.5,False,True
4.0,2.0,0.5,1.0,2,20,suspicious_tit_for_tat,same,1,qwen3-8b-base,11,0.4,0.15,0,36.0,0.5,False,True
4.0,2.0,0.5,1.0,3,20,suspicious_tit_for_tat,same,1,qwen3-8b-base,12,0.35,0.15,0,38.0,0.5,False,True
4.0,2.0,1.0,1.0,0,20,suspicious_tit_for_tat,same,1,qwen3-8b-base,0,0.9,0.85,0,72.0,0.5,True,True
4.0,2.0,1.0,1.0,1,20,suspicious_tit_for_tat,same,1,qwen3-8b-base,0,0.1,0.1,0,44.0,0.5,True,True
4.0,2.0,1.0,1.0,2,20,suspicious_tit_for_tat,same,1,qwen3-8b-base,0,0.9,0.85,0,72.0,0.5,True,True
4.0,2.0,1.0,1.0,3,20,suspicious_tit_for_tat,same,1,qwen3-8b-base,0,0.05,0.05,0,42.0,0.5,True,True
4.0,2.0,0.0,0.0,0,20,suspicious_tit_for_tat,same,2,qwen3-8b-base,19,0.05,0.0,0,38.0,0.5,False,False
4.0,2.0,0.0,0.0,1,20,suspicious_tit_for_tat,same,2,qwen3-8b-base,19,1.0,0.0,0,0.0,0.5,False,False
4.0,2.0,0.0,0.0,2,20,suspicious_tit_for_tat,same,2,qwen3-8b-base,19,1.0,0.0,0,0.0,0.5,False,False
4.0,2.0,0.0,0.0,3,20,suspicious_tit_for_tat,same,2,qwen3-8b-base,19,1.0,0.0,0,0.0,0.5,False,False
4.0,2.0,0.5,0.0,0,20,suspicious_tit_for_tat,same,2,qwen3-8b-base,12,0.1,0.05,0,40.0,0.5,False,False
4.0,2.0,0.5,0.0,1,20,suspicious_tit_for_tat,same,2,qwen3-8b-base,9,0.3,0.1,0,36.0,0.5,False,False
4.0,2.0,0.5,0.0,2,20,suspicious_tit_for_tat,same,2,qwen3-8b-base,12,0.15,0.05,0,38.0,0.5,False,False
4.0,2.0,0.5,0.0,3,20,suspicious_tit_for_tat,same,2,qwen3-8b-base,10,0.8,0.35,0,36.0,0.5,False,False
4.0,2.0,1.0,0.0,0,20,suspicious_tit_for_tat,same,2,qwen3-8b-base,0,0.05,0.05,0,42.0,0.5,True,False
4.0,2.0,1.0,0.0,1,20,suspicious_tit_for_tat,same,2,qwen3-8b-base,0,0.25,0.25,0,50.0,0.5,True,False
4.0,2.0,1.0,0.0,2,20,suspicious_tit_for_tat,same,2,qwen3-8b-base,0,0.15,0.15,0,46.0,0.5,True,False
4.0,2.0,1.0,0.0,3,20,suspicious_tit_for_tat,same,2,qwen3-8b-base,0,0.05,0.05,0,42.0,0.5,True,False
4.0,2.0,0.0,0.5,0,20,suspicious_tit_for_tat,same,2,qwen3-8b-base,19,0.6,0.0,0,16.0,0.5,False,False
4.0,2.0,0.0,0.5,1,20,suspicious_tit_for_tat,same,2,qwen3-8b-base,19,0.55,0.0,0,18.0,0.5,False,False
4.0,2.0,0.0,0.5,2,20,suspicious_tit_for_tat,same,2,qwen3-8b-base,19,0.45,0.0,0,22.0,0.5,False,False
4.0,2.0,0.0,0.5,3,20,suspicious_tit_for_tat,same,2,qwen3-8b-base,19,0.45,0.0,0,22.0,0.5,False,False
4.0,2.0,0.5,0.5,0,20,suspicious_tit_for_tat,same,2,qwen3-8b-base,12,0.45,0.1,0,30.0,0.5,False,False
4.0,2.0,0.5,0.5,1,20,suspicious_tit_for_tat,same,2,qwen3-8b-base,14,0.3,0.05,0,32.0,0.5,False,False
4.0,2.0,0.5,0.5,2,20,suspicious_tit_for_tat,same,2,qwen3-8b-base,9,0.45,0.25,0,42.0,0.5,False,False
4.0,2.0,0.5,0.5,3,20,suspicious_tit_for_tat,same,2,qwen3-8b-base,13,0.15,0.0,0,34.0,0.5,False,False
4.0,2.0,1.0,0.5,0,20,suspicious_tit_for_tat,same,2,qwen3-8b-base,0,1.0,0.95,0,76.0,0.5,True,False
4.0,2.0,1.0,0.5,1,20,suspicious_tit_for_tat,same,2,qwen3-8b-base,0,0.9,0.85,0,72.0,0.5,True,False
4.0,2.0,1.0,0.5,2,20,suspicious_tit_for_tat,same,2,qwen3-8b-base,0,0.05,0.05,0,42.0,0.5,True,False
4.0,2.0,1.0,0.5,3,20,suspicious_tit_for_tat,same,2,qwen3-8b-base,0,0.05,0.05,0,42.0,0.5,True,False
4.0,2.0,0.0,1.0,0,20,suspicious_tit_for_tat,same,2,qwen3-8b-base,19,0.3,0.0,0,28.0,0.5,False,True
4.0,2.0,0.0,1.0,1,20,suspicious_tit_for_tat,same,2,qwen3-8b-base,19,0.45,0.0,0,22.0,0.5,False,True
4.0,2.0,0.0,1.0,2,20,suspicious_tit_for_tat,same,2,qwen3-8b-base,19,0.7,0.0,0,12.0,0.5,False,True
4.0,2.0,0.0,1.0,3,20,suspicious_tit_for_tat,same,2,qwen3-8b-base,19,0.5,0.0,0,20.0,0.5,False,True
4.0,2.0,0.5,1.0,0,20,suspicious_tit_for_tat,same,2,qwen3-8b-base,11,0.6,0.3,0,40.0,0.5,False,True
4.0,2.0,0.5,1.0,1,20,suspicious_tit_for_tat,same,2,qwen3-8b-base,9,0.4,0.2,0,40.0,0.5,False,True
4.0,2.0,0.5,1.0,2,20,suspicious_tit_for_tat,same,2,qwen3-8b-base,11,0.5,0.2,0,36.0,0.5,False,True
4.0,2.0,0.5,1.0,3,20,suspicious_tit_for_tat,same,2,qwen3-8b-base,12,0.4,0.15,0,36.0,0.5,False,True
4.0,2.0,1.0,1.0,0,20,suspicious_tit_for_tat,same,2,qwen3-8b-base,0,1.0,0.95,0,76.0,0.5,True,True
4.0,2.0,1.0,1.0,1,20,suspicious_tit_for_tat,same,2,qwen3-8b-base,0,0.05,0.05,0,42.0,0.5,True,True
4.0,2.0,1.0,1.0,2,20,suspicious_tit_for_tat,same,2,qwen3-8b-base,0,0.05,0.05,0,42.0,0.5,True,True
4.0,2.0,1.0,1.0,3,20,suspicious_tit_for_tat,same,2,qwen3-8b-base,0,0.15,0.15,0,46.0,0.5,True,True
4.0,2.0,0.0,0.0,0,20,suspicious_tit_for_tat,same,note2,qwen3-8b-base,19,0.1,0.0,0,36.0,0.5,False,False
4.0,2.0,0.0,0.0,1,20,suspicious_tit_for_tat,same,note2,qwen3-8b-base,19,0.0,0.0,0,40.0,0.5,False,False
4.0,2.0,0.0,0.0,2,20,suspicious_tit_for_tat,same,note2,qwen3-8b-base,19,1.0,0.0,0,0.0,0.5,False,False
4.0,2.0,0.0,0.0,3,20,suspicious_tit_for_tat,same,note2,qwen3-8b-base,19,0.1,0.0,0,36.0,0.5,False,False
4.0,2.0,0.5,0.0,0,20,suspicious_tit_for_tat,same,note2,qwen3-8b-base,12,0.2,0.05,0,36.0,0.5,False,False
4.0,2.0,0.5,0.0,1,20,suspicious_tit_for_tat,same,note2,qwen3-8b-base,9,0.1,0.05,0,40.0,0.5,False,False
4.0,2.0,0.5,0.0,2,20,suspicious_tit_for_tat,same,note2,qwen3-8b-base,12,0.05,0.0,0,38.0,0.5,False,False
4.0,2.0,0.5,0.0,3,20,suspicious_tit_for_tat,same,note2,qwen3-8b-base,10,0.15,0.1,0,42.0,0.5,False,False
4.0,2.0,1.0,0.0,0,20,suspicious_tit_for_tat,same,note2,qwen3-8b-base,0,0.05,0.05,0,42.0,0.5,True,False
4.0,2.0,1.0,0.0,1,20,suspicious_tit_for_tat,same,note2,qwen3-8b-base,0,1.0,0.95,0,76.0,0.5,True,False
4.0,2.0,1.0,0.0,2,20,suspicious_tit_for_tat,same,note2,qwen3-8b-base,0,0.05,0.05,0,42.0,0.5,True,False
4.0,2.0,1.0,0.0,3,20,suspicious_tit_for_tat,same,note2,qwen3-8b-base,0,1.0,0.95,0,76.0,0.5,True,False
4.0,2.0,0.0,0.5,0,20,suspicious_tit_for_tat,same,note2,qwen3-8b-base,19,0.5,0.0,0,20.0,0.5,False,False
4.0,2.0,0.0,0.5,1,20,suspicious_tit_for_tat,same,note2,qwen3-8b-base,19,0.15,0.0,0,34.0,0.5,False,False
4.0,2.0,0.0,0.5,2,20,suspicious_tit_for_tat,same,note2,qwen3-8b-base,19,0.75,0.0,0,10.0,0.5,False,False
4.0,2.0,0.0,0.5,3,20,suspicious_tit_for_tat,same,note2,qwen3-8b-base,19,0.65,0.0,0,14.0,0.5,False,False
4.0,2.0,0.5,0.5,0,20,suspicious_tit_for_tat,same,note2,qwen3-8b-base,12,0.5,0.15,0,32.0,0.5,False,False
4.0,2.0,0.5,0.5,1,20,suspicious_tit_for_tat,same,note2,qwen3-8b-base,14,0.6,0.25,0,36.0,0.5,False,False
4.0,2.0,0.5,0.5,2,20,suspicious_tit_for_tat,same,note2,qwen3-8b-base,9,0.35,0.25,0,46.0,0.5,False,False
4.0,2.0,0.5,0.5,3,20,suspicious_tit_for_tat,same,note2,qwen3-8b-base,13,0.1,0.05,0,40.0,0.5,False,False
4.0,2.0,1.0,0.5,0,20,suspicious_tit_for_tat,same,note2,qwen3-8b-base,0,0.2,0.2,0,48.0,0.5,True,False
4.0,2.0,1.0,0.5,1,20,suspicious_tit_for_tat,same,note2,qwen3-8b-base,0,0.05,0.05,0,42.0,0.5,True,False
4.0,2.0,1.0,0.5,2,20,suspicious_tit_for_tat,same,note2,qwen3-8b-base,0,0.05,0.05,0,42.0,0.5,True,False
4.0,2.0,1.0,0.5,3,20,suspicious_tit_for_tat,same,note2,qwen3-8b-base,0,0.0,0.0,0,40.0,0.5,True,False
4.0,2.0,0.0,1.0,0,20,suspicious_tit_for_tat,same,note2,qwen3-8b-base,19,0.6,0.0,0,16.0,0.5,False,True
4.0,2.0,0.0,1.0,1,20,suspicious_tit_for_tat,same,note2,qwen3-8b-base,19,0.45,0.0,0,22.0,0.5,False,True
4.0,2.0,0.0,1.0,2,20,suspicious_tit_for_tat,same,note2,qwen3-8b-base,19,0.25,0.0,0,30.0,0.5,False,True
4.0,2.0,0.0,1.0,3,20,suspicious_tit_for_tat,same,note2,qwen3-8b-base,19,0.65,0.0,0,14.0,0.5,False,True
4.0,2.0,0.5,1.0,0,20,suspicious_tit_for_tat,same,note2,qwen3-8b-base,11,0.4,0.15,0,36.0,0.5,False,True
4.0,2.0,0.5,1.0,1,20,suspicious_tit_for_tat,same,note2,qwen3-8b-base,9,0.3,0.15,0,40.0,0.5,False,True
4.0,2.0,0.5,1.0,2,20,suspicious_tit_for_tat,same,note2,qwen3-8b-base,11,0.15,0.1,0,42.0,0.5,False,True
4.0,2.0,0.5,1.0,3,20,suspicious_tit_for_tat,same,note2,qwen3-8b-base,12,0.25,0.1,0,38.0,0.5,False,True
4.0,2.0,1.0,1.0,0,20,suspicious_tit_for_tat,same,note2,qwen3-8b-base,0,0.05,0.05,0,42.0,0.5,True,True
4.0,2.0,1.0,1.0,1,20,suspicious_tit_for_tat,same,note2,qwen3-8b-base,0,0.5,0.5,0,60.0,0.5,True,True
4.0,2.0,1.0,1.0,2,20,suspicious_tit_for_tat,same,note2,qwen3-8b-base,0,0.95,0.9,0,74.0,0.5,True,True
4.0,2.0,1.0,1.0,3,20,suspicious_tit_for_tat,same,note2,qwen3-8b-base,0,0.05,0.05,0,42.0,0.5,True,True
