b,c,w,q,seed,num_rounds,opponent_strategy,swap_mode,memory,model,n_swaps,cooperation_rate,opp_cooperation_rate,parse_failures,total_payoff_raw,c_over_b,direct_reciprocity_favored,indirect_reciprocity_favored
4.0,2.0,0.0,1.0,0,20,generous_tit_for_tat,same,,qwen3-8b-base,19,0.8,1.0,0,88.0,0.5,False,True
4.0,2.0,0.0,1.0,1,20,generous_tit_for_tat,same,,qwen3-8b-base,19,1.0,1.0,0,80.0,0.5,False,True
4.0,2.0,0.0,1.0,2,20,generous_tit_for_tat,same,,qwen3-8b-base,19,0.75,1.0,0,90.0,0.5,False,True
4.0,2.0,0.0,1.0,3,20,generous_tit_for_tat,same,,qwen3-8b-base,19,0.8,1.0,0,88.0,0.5,False,True
4.0,2.0,0.5,1.0,0,20,generous_tit_for_tat,same,,qwen3-8b-base,11,0.7,0.9,0,84.0,0.5,False,True
4.0,2.0,0.5,1.0,1,20,generous_tit_for_tat,same,,qwen3-8b-base,10,0.9,1.0,0,84.0,0.5,False,True
4.0,2.0,0.5,1.0,2,20,generous_tit_for_tat,same,,qwen3-8b-base,11,1.0,1.0,0,80.0,0.5,False,True
4.0,2.0,0.5,1.0,3,20,generous_tit_for_tat,same,,qwen3-8b-base,13,0.75,0.9,0,82.0,0.5,False,True
4.0,2.0,1.0,1.0,0,20,generous_tit_for_tat,same,,qwen3-8b-base,0,1.0,1.0,0,80.0,0.5,True,True
4.0,2.0,1.0,1.0,1,20,generous_tit_for_tat,same,,qwen3-8b-base,0,1.0,1.0,0,80.0,0.5,True,True
4.0,2.0,1.0,1.0,2,20,generous_tit_for_tat,same,,qwen3-8b-base,0,1.0,1.0,0,80.0,0.5,True,True
4.0,2.0,1.0,1.0,3,20,generous_tit_for_tat,same,,qwen3-8b-base,0,1.0,1.0,0,80.0,0.5,True,True
4.0,2.0,0.0,0.0,0,20,generous_tit_for_tat,same,1,qwen3-8b-base,19,0.7,1.0,0,92.0,0.5,False,False
4.0,2.0,0.0,0.0,1,20,generous_tit_for_tat,same,1,qwen3-8b-base,19,1.0,1.0,0,80.0,0.5,False,False
4.0,2.0,0.0,0.0,2,20,generous_tit_for_tat,same,1,qwen3-8b-base,19,0.9,1.0,0,84.0,0.5,False,False
4.0,2.0,0.0,0.0,3,20,generous_tit_for_tat,same,1,qwen3-8b-base,19,0.95,1.0,0,82.0,0.5,False,False
4.0,2.0,0.5,0.0,0,20,generous_tit_for_tat,same,1,qwen3-8b-base,12,0.95,1.0,0,82.0,0.5,False,False
4.0,2.0,0.5,0.0,1,20,generous_tit_for_tat,same,1,qwen3-8b-base,8,0.75,0.9,0,82.0,0.5,False,False
4.0,2.0,0.5,0.0,2,20,generous_tit_for_tat,same,1,qwen3-8b-base,12,0.8,1.0,0,88.0,0.5,False,False
4.0,2.0,0.5,0.0,3,20,generous_tit_for_tat,same,1,qwen3-8b-base,10,0.45,0.8,0,86.0,0.5,False,False
4.0,2.0,1.0,0.0,0,20,generous_tit_for_tat,same,1,qwen3-8b-base,0,1.0,1.0,0,80.0,0.5,True,False
4.0,2.0,1.0,0.0,1,20,generous_tit_for_tat,same,1,qwen3-8b-base,0,1.0,1.0,0,80.0,0.5,True,False
4.0,2.0,1.0,0.0,2,20,generous_tit_for_tat,same,1,qwen3-8b-base,0,1.0,1.0,0,80.0,0.5,True,False
4.0,2.0,1.0,0.0,3,20,generous_tit_for_tat,same,1,qwen3-8b-base,0,1.0,1.0,0,80.0,0.5,True,False
4.0,2.0,0.0,0.5,0,20,generous_tit_for_tat,same,1,qwen3-8b-base,19,0.75,1.0,0,90.0,0.5,False,False
4.0,2.0,0.0,0.5,1,20,generous_tit_for_tat,same,1,qwen3-8b-base,19,0.5,1.0,0,100.0,0.5,False,False
4.0,2.0,0.0,0.5,2,20,generous_tit_for_tat,same,1,qwen3-8b-base,19,0.8,1.0,0,88.0,0.5,False,False
4.0,2.0,0.0,0.5,3,20,generous_tit_for_tat,same,1,qwen3-8b-base,19,1.0,1.0,0,80.0,0.5,False,False
4.0,2.0,0.5,0.5,0,20,generous_tit_for_tat,same,1,qwen3-8b-base,12,0.85,1.0,0,86.0,0.5,False,False
4.0,2.0,0.5,0.5,1,20,generous_tit_for_tat,same,1,qwen3-8b-base,14,0.75,1.0,0,90.0,0.5,False,False
4.0,2.0,0.5,0.5,2,20,generous_tit_for_tat,same,1,qwen3-8b-base,9,0.95,1.0,0,82.0,0.5,False,False
4.0,2.0,0.5,0.5,3,20,generous_tit_for_tat,same,1,qwen3-8b-base,13,0.75,1.0,0,90.0,0.5,False,False
4.0,2.0,1.0,0.5,0,20,generous_tit_for_tat,same,1,qwen3-8b-base,0,1.0,1.0,0,80.0,0.5,True,False
4.0,2.0,1.0,0.5,1,20,generous_tit_for_tat,same,1,qwen3-8b-base,0,1.0,1.0,0,80.0,0.5,True,False
4.0,2.0,1.0,0.5,2,20,generous_tit_for_tat,same,1,qwen3-8b-base,0,1.0,1.0,0,80.0,0.5,True,False
4.0,2.0,1.0,0.5,3,20,generous_tit_for_tat,same,1,qwen3-8b-base,0,0.95,1.0,0,82.0,0.5,True,False
4.0,2.0,0.0,1.0,0,20,generous_tit_for_tat,same,1,qwen3-8b-base,19,0.5,1.0,0,100.0,0.5,False,True
4.0,2.0,0.0,1.0,1,20,generous_tit_for_tat,same,1,qwen3-8b-base,19,0.35,1.0,0,106.0,0.5,False,True
4.0,2.0,0.0,1.0,2,20,generous_tit_for_tat,same,1,qwen3-8b-base,19,0.05,1.0,0,118.0,0.5,False,True
4.0,2.0,0.0,1.0,3,20,generous_tit_for_tat,same,1,qwen3-8b-base,19,0.85,1.0,0,86.0,0.5,False,True
4.0,2.0,0.5,1.0,0,20,generous_tit_for_tat,same,1,qwen3-8b-base,13,0.85,0.95,0,82.0,0.5,False,True
4.0,2.0,0.5,1.0,1,20,generous_tit_for_tat,same,1,qwen3-8b-base,10,0.8,1.0,0,88.0,0.5,False,True
4.0,2.0,0.5,1.0,2,20,generous_tit_for_tat,same,1,qwen3-8b-base,12,0.75,0.95,0,86.0,0.5,False,True
4.0,2.0,0.5,1.0,3,20,generous_tit_for_tat,same,1,qwen3-8b-base,13,0.65,0.9,0,86.0,0.5,False,True
4.0,2.0,1.0,1.0,0,20,generous_tit_for_tat,same,1,qwen3-8b-base,0,1.0,1.0,0,80.0,0.5,True,True
4.0,2.0,1.0,1.0,1,20,generous_tit_for_tat,same,1,qwen3-8b-base,0,1.0,1.0,0,80.0,0.5,True,True
4.0,2.0,1.0,1.0,2,20,generous_tit_for_tat,same,1,qwen3-8b-base,0,1.0,1.0,0,80.0,0.5,True,True
4.0,2.0,1.0,1.0,3,20,generous_tit_for_tat,same,1,qwen3-8b-base,0,1.0,1.0,0,80.0,0.5,True,True
4.0,2.0,0.0,0.0,0,20,generous_tit_for_tat,same,2,qwen3-8b-base,19,1.0,1.0,0,80.0,0.5,False,False
4.0,2.0,0.0,0.0,1,20,generous_tit_for_tat,same,2,qwen3-8b-base,19,1.0,1.0,0,80.0,0.5,False,False
4.0,2.0,0.0,0.0,2,20,generous_tit_for_tat,same,2,qwen3-8b-base,19,1.0,1.0,0,80.0,0.5,False,False
4.0,2.0,0.0,0.0,3,20,generous_tit_for_tat,same,2,qwen3-8b-base,19,1.0,1.0,0,80.0,0.5,False,False
4.0,2.0,0.5,0.0,0,20,generous_tit_for_tat,same,2,qwen3-8b-base,12,0.85,1.0,0,86.0,0.5,False,False
4.0,2.0,0.5,0.0,1,20,generous_tit_for_tat,same,2,qwen3-8b-base,9,0.95,1.0,0,82.0,0.5,False,False
4.0,2.0,0.5,0.0,2,20,generous_tit_for_tat,same,2,qwen3-8b-base,12,0.8,1.0,0,88.0,0.5,False,False
4.0,2.0,0.5,0.0,3,20,generous_tit_for_tat,same,2,qwen3-8b-base,10,0.95,1.0,0,82.0,0.5,False,False
4.0,2.0,1.0,0.0,0,20,generous_tit_for_tat,same,2,qwen3-8b-base,0,1.0,1.0,0,80.0,0.5,True,False
4.0,2.0,1.0,0.0,1,20,generous_tit_for_tat,same,2,qwen3-8b-base,0,1.0,1.0,0,80.0,0.5,True,False
4.0,2.0,1.0,0.0,2,20,generous_tit_for_tat,same,2,qwen3-8b-base,0,1.0,1.0,0,80.0,0.5,True,False
4.0,2.0,1.0,0.0,3,20,generous_tit_for_tat,same,2,qwen3-8b-base,0,1.0,1.0,0,80.0,0.5,True,False
4.0,2.0,0.0,0.5,0,20,generous_tit_for_tat,same,2,qwen3-8b-base,19,0.9,1.0,0,84.0,0.5,False,False
4.0,2.0,0.0,0.5,1,20,generous_tit_for_tat,same,2,qwen3-8b-base,19,0.65,1.0,0,94.0,0.5,False,False
4.0,2.0,0.0,0.5,2,20,generous_tit_for_tat,same,2,qwen3-8b-base,19,0.85,1.0,0,86.0,0.5,False,False
4.0,2.0,0.0,0.5,3,20,generous_tit_for_tat,same,2,qwen3-8b-base,19,1.0,1.0,0,80.0,0.5,False,False
4.0,2.0,0.5,0.5,0,20,generous_tit_for_tat,same,2,qwen3-8b-base,12,0.8,0.95,0,84.0,0.5,False,False
4.0,2.0,0.5,0.5,1,20,generous_tit_for_tat,same,2,qwen3-8b-base,14,0.85,0.95,0,82.0,0.5,False,False
4.0,2.0,0.5,0.5,2,20,generous_tit_for_tat,same,2,qwen3-8b-base,9,0.95,1.0,0,82.0,0.5,False,False
4.0,2.0,0.5,0.5,3,20,generous_tit_for_tat,same,2,qwen3-8b-base,13,0.65,0.95,0,90.0,0.5,False,False
4.0,2.0,1.0,0.5,0,20,generous_tit_for_tat,same,2,qwen3-8b-base,0,1.0,1.0,0,80.0,0.5,True,False
4.0,2.0,1.0,0.5,1,20,generous_tit_for_tat,same,2,qwen3-8b-base,0,1.0,1.0,0,80.0,0.5,True,False
4.0,2.0,1.0,0.5,2,20,generous_tit_for_tat,same,2,qwen3-8b-base,0,1.0,1.0,0,80.0,0.5,True,False
4.0,2.0,1.0,0.5,3,20,generous_tit_for_tat,same,2,qwen3-8b-base,0,1.0,1.0,0,80.0,0.5,True,False
4.0,2.0,0.0,1.0,0,20,generous_tit_for_tat,same,2,qwen3-8b-base,19,0.75,1.0,0,90.0,0.5,False,True
4.0,2.0,0.0,1.0,1,20,generous_tit_for_tat,same,2,qwen3-8b-base,19,0.25,1.0,0,110.0,0.5,False,True
4.0,2.0,0.0,1.0,2,20,generous_tit_for_tat,same,2,qwen3-8b-base,19,0.8,1.0,0,88.0,0.5,False,True
4.0,2.0,0.0,1.0,3,20,generous_tit_for_tat,same,2,qwen3-8b-base,19,0.8,1.0,0,88.0,0.5,False,True
4.0,2.0,0.5,1.0,0,20,generous_tit_for_tat,same,2,qwen3-8b-base,12,0.8,0.95,0,84.0,0.5,False,True
4.0,2.0,0.5,1.0,1,20,generous_tit_for_tat,same,2,qwen3-8b-base,9,0.9,1.0,0,84.0,0.5,False,True
4.0,2.0,0.5,1.0,2,20,generous_tit_for_tat,same,2,qwen3-8b-base,12,0.65,0.95,0,90.0,0.5,False,True
4.0,2.0,0.5,1.0,3,20,generous_tit_for_tat,same,2,qwen3-8b-base,12,1.0,1.0,0,80.0,0.5,False,True
4.0,2.0,1.0,1.0,0,20,generous_tit_for_tat,same,2,qwen3-8b-base,0,1.0,1.0,0,80.0,0.5,True,True
4.0,2.0,1.0,1.0,1,20,generous_tit_for_tat,same,2,qwen3-8b-base,0,1.0,1.0,0,80.0,0.5,True,True
4.0,2.0,1.0,1.0,2,20,generous_tit_for_tat,same,2,qwen3-8b-base,0,1.0,1.0,0,80.0,0.5,True,True
4.0,2.0,1.0,1.0,3,20,generous_tit_for_tat,same,2,qwen3-8b-base,0,1.0,1.0,0,80.0,0.5,True,True
4.0,2.0,0.0,0.0,0,20,generous_tit_for_tat,same,note2,qwen3-8b-base,19,1.0,1.0,0,80.0,0.5,False,False
4.0,2.0,0.0,0.0,1,20,generous_tit_for_tat,same,note2,qwen3-8b-base,19,0.1,1.0,0,116.0,0.5,False,False
4.0,2.0,0.0,0.0,2,20,generous_tit_for_tat,same,note2,qwen3-8b-base,19,0.0,1.0,0,120.0,0.5,False,False
4.0,2.0,0.0,0.0,3,20,generous_tit_for_tat,same,note2,qwen3-8b-base,19,1.0,1.0,0,80.0,0.5,False,False
4.0,2.0,0.5,0.0,0,20,generous_tit_for_tat,same,note2,qwen3-8b-base,12,1.0,1.0,0,80.0,0.5,False,False
4.0,2.0,0.5,0.0,1,20,generous_tit_for_tat,same,note2,qwen3-8b-base,9,0.9,1.0,0,84.0,0.5,False,False
4.0,2.0,0.5,0.0,2,20,generous_tit_for_tat,same,note2,qwen3-8b-base,12,1.0,1.0,0,80.0,0.5,False,False
4.0,2.0,0.5,0.0,3,20,generous_tit_for_tat,same,note2,qwen3-8b-base,11,0.85,0.95,0,82.0,0.5,False,False
4.0,2.0,1.0,0.0,0,20,generous_tit_for_tat,same,note2,qwen3-8b-base,0,1.0,1.0,0,80.0,0.5,True,False
4.0,2.0,1.0,0.0,1,20,generous_tit_for_tat,same,note2,qwen3-8b-base,0,1.0,1.0,0,80.0,0.5,True,False
4.0,2.0,1.0,0.0,2,20,generous_tit_for_tat,same,note2,qwen3-8b-base,0,1.0,1.0,0,80.0,0.5,True,False
4.0,2.0,1.0,0.0,3,20,generous_tit_for_tat,same,note2,qwen3-8b-base,0,1.0,1.0,0,80.0,0.5,True,False
4.0,2.0,0.0,0.5,0,20,generous_tit_for_tat,same,note2,qwen3-8b-base,19,0.95,1.0,0,82.0,0.5,False,False
4.0,2.0,0.0,0.5,1,20,generous_tit_for_tat,same,note2,qwen3-8b-base,19,0.65,1.0,0,94.0,0.5,False,False
4.0,2.0,0.0,0.5,2,20,generous_tit_for_tat,same,note2,qwen3-8b-base,19,0.85,1.0,0,86.0,0.5,False,False
4.0,2.0,0.0,0.5,3,20,generous_tit_for_tat,same,note2,qwen3-8b-base,19,1.0,1.0,0,80.0,0.5,False,False
4.0,2.0,0.5,0.5,0,20,generous_tit_for_tat,same,note2,qwen3-8b-base,12,0.95,0.95,0,78.0,0.5,False,False
4.0,2.0,0.5,0.5,1,20,generous_tit_for_tat,same,note2,qwen3-8b-base,14,0.95,1.0,0,82.0,0.5,False,False
4.0,2.0,0.5,0.5,2,20,generous_tit_for_tat,same,note2,qwen3-8b-base,9,1.0,1.0,0,80.0,0.5,False,False
4.0,2.0,0.5,0.5,3,20,generous_tit_for_tat,same,note2,qwen3-8b-base,13,0.85,1.0,0,86.0,0.5,False,False
4.0,2.0,1.0,0.5,0,20,generous_tit_for_tat,same,note2,qwen3-8b-base,0,1.0,1.0,0,80.0,0.5,True,False
4.0,2.0,1.0,0.5,1,20,generous_tit_for_tat,same,note2,qwen3-8b-base,0,1.0,1.0,0,80.0,0.5,True,False
4.0,2.0,1.0,0.5,2,20,generous_tit_for_tat,same,note2,qwen3-8b-base,0,1.0,1.0,0,80.0,0.5,True,False
4.0,2.0,1.0,0.5,3,20,generous_tit_for_tat,same,note2,qwen3-8b-base,0,1.0,1.0,0,80.0,0.5,True,False
4.0,2.0,0.0,1.0,0,20,generous_tit_for_tat,same,note2,qwen3-8b-base,19,0.2,1.0,0,112.0,0.5,False,True
4.0,2.0,0.0,1.0,1,20,generous_tit_for_tat,same,note2,qwen3-8b-base,19,0.6,1.0,0,96.0,0.5,False,True
4.0,2.0,0.0,1.0,2,20,generous_tit_for_tat,same,note2,qwen3-8b-base,19,0.75,1.0,0,90.0,0.5,False,True
4.0,2.0,0.0,1.0,3,20,generous_tit_for_tat,same,note2,qwen3-8b-base,19,0.8,1.0,0,88.0,0.5,False,True
4.0,2.0,0.5,1.0,0,20,generous_tit_for_tat,same,note2,qwen3-8b-base,12,0.75,0.95,0,86.0,0.5,False,True
4.0,2.0,0.5,1.0,1,20,generous_tit_for_tat,same,note2,qwen3-8b-base,9,0.9,1.0,0,84.0,0.5,False,True
4.0,2.0,0.5,1.0,2,20,generous_tit_for_tat,same,note2,qwen3-8b-base,12,0.65,0.95,0,90.0,0.5,False,True
4.0,2.0,0.5,1.0,3,20,generous_tit_for_tat,same,note2,qwen3-8b-base,13,0.75,0.9,0,82.0,0.5,False,True
4.0,2.0,1.0,1.0,0,20,generous_tit_for_tat,same,note2,qwen3-8b-base,0,1.0,1.0,0,80.0,0.5,True,True
4.0,2.0,1.0,1.0,1,20,generous_tit_for_tat,same,note2,qwen3-8b-base,0,1.0,1.0,0,80.0,0.5,True,True
4.0,2.0,1.0,1.0,2,20,generous_tit_for_tat,same,note2,qwen3-8b-base,0,1.0,1.0,0,80.0,0.5,True,True
4.0,2.0,1.0,1.0,3,20,generous_tit_for_tat,same,note2,qwen3-8b-base,0,1.0,1.0,0,80.0,0.5,True,True
